root_id,root_letters,description,category
819,سمر,التئام وتداخل شديد لأشياء بعضها في بعض دون رخاوة,س م
820,سمع,نفاذ مادة لطيفة أو دقيقة إلى أثناء شيء,س م
821,سمك,ارتفاع الشيء إلى أعلى ممتسكًا هناك بدعم لطيف,س م
822,سمم,خرق مستوي الجوانب معّ للضمّ أو الإنفاذ,س م
823,سمن,امتلاء البدن وغلظه من تجمع مادة حادة أو قوية في أثنائه,س م
824,سمو,ارتفاع الشيء - أو شخوصه - ملتئمًا ظاهره وأعلاه على ما تحته,س م
825,سنب,طول أو امتداد مع شدة ما,س ن
826,سنبل,امتداد طرف من أعلى الزرع نافذًا من أصله فيه حبه,س ن
827,سند,حاجز قوي صلب يعمد ويدعم ما يركن إليه,س ن
828,سندس,رقيق الديباج ( الديباج: ضرب من الثياب سداه ولحمته حرير),س ن
829,سنم,ارتفاع الناتئ في أعلى الشيء محدبًا بضمه مادة لطيفة,س ن
830,سنن,نفاذ الشيء الدقيق بامتداد لتهيئته وتسويته لذلك,س ن
831,سنهـ,امتداد مع خلو من الخير، أو فساد,س ن
832,سنو,خروج ما احتبس في باطن إلى الظاهر أو إلى أعلى، بلطف أو شيء بعد شيء,س ن
833,سهـر,استمرار عمل الشيء - أو ما يتأتى منه-  بالنشاط المعتاد لحدته,س هـ
834,سهـل,تسيب جسم الشيء ذرات وتميزه عن غيره بذلك مع عدم تراكمه مرتفعا ( فلا هو صلب متماسك ولا متراكم),س هـ
835,سهـم,ضمور الشيء ممتدًا شديدًا (ذهبت رطوبته),س هـ
836,سهـو,فراغ نافذ بين أشياء، أو أثناء,س هـ
837,سوأ,عيب أو نقص (قبح، فساد، مرض) يخالط ظاهر الشيء أو باطنه,س و
838,سود,تجمع أو تجسم كثيف أو عظيم يمتد مع رسوخ أو استقرار,س د
839,سور,الإحاطة أو التناول بارتفاع أو من الأعلى,س ر
840,سوط,غوص أو مخالطة غليظة من الممتد القوي المستدق في شيء,س ط
841,سوع,تسيب مرور خلال أثناء ضامة بلطف، أي من غير عنف,س ع
842,سوغ,مرور في مجرى جوفي بيسر ورقة لتخلل ورطوبة,س غ
843,سوف,سحب غليظ أو حاد إلى الأثناء أو مدّه فيها بقوة,س ف
844,سوق,الدفع إلى الأمام أو إلى أعلى بقوة,س ق
845,سول,استرخاء بعض الشيء وتدليه للينه مع احتوائه ثقيلًا,س ل
846,سوم,امتداد بقاء أو مرور وذهاب في حيز بلا حد,س م
847,سوى,استقامة ظاهر الشيء أو سطحه لامتلاء غُئور وسطه أي إكمال نقص ذلك الغُئور,س و
848,سيب,جريان الشيء أو سريانه عن تعوق ما بلا نهاية (معتادة),س ب
849,سيح,تسيب المائع ( أو خفيف الحركة) المتحيز بتجاوزه سطح حيزه فيضانًا باتساع أو اطّراد,س ح
850,سير,امتداد طولي مطرّد مع دقة ما,س ر
851,سيل,تسيب المائع بغزارة وفيضان من كثرته فيتجاوز امتداده حيّز المحدود,س ل
852,سين,الصحراء الحجرية  أي التي تعلو وجهها الحجارة الدقيقة,س ن
853,شأم,كثافة تعتري الظاهر متركزة عليه,ش م
854,شأن,فُروع - أو شُعَبٌ - دقيقة تمتد في أثناء أو منها - مع وصل، أو توصُّل,ش ن
855,شبب,تجمُّع قوة الشيء وحدّته,ش ب
856,شبه,مقاربة في الشكل والملامح الظاهرية بين شيء وآخر,ش ب
857,شتت,تفرُّق أفراد الشيء بمسافة واضحة بين كلٍّ منها والآخر,ش ت
858,شتو,الجَدْب - وهو جفاف وخلو من الخضرة والمرعى (ويلزمه التشتت),ش ت
859,شجج,فتحٌ - أو شقٌ - في جِرم غير صلب,ش ج
860,شجر,تفرُّع الشيء الملتئم - أو المجتمع - أي انفراجه إلى ناحيتين (أو أكثر)، مع دوام على ذلك,ش ج
861,شحح,تماسك ظاهر الشيء (العريض) شديدًا جافًا؛ لا ينفتح ولا ينفذ فيه - أو منه - شيء,ش ح
862,شحم,مادة السِمَن التي تتجمع في البدن مع اللحم,ش ح
863,شحن,امتلاء جوف الشيء بكثير غليظ يَدفع فيه؛ لا يدع فراغًا,ش ح
864,شخخ,اندفاع المائع المحتبس في الجوف - أو الأثناء - بقوة، أو تصويت؛ لانفراج مَنفَذ له,ش خ
865,شخص,نتوء الشيء جِرمًا جسيمًا مُنتبرًا (على هيئة ما),ش خ
866,شدد,صلابة الشيء لوثاقة أثنائه، أو انضغاط بعضها ببعض عقدًا، أو نحوه مع الجفاف وعدم الرخاوة,ش د
867,شرب,سَحْبُ الماء - أو اللطيف - إلى الجوف، أي مصُّه وإنفاذه إلى الأثناء بقوة,ش ر
868,شرح,شق ما هو كتلة متجمعة ثخينة، أو تشقيقه، حتى تصير كلُّ قطعة منه رقيقةً تكاد تشف,ش ر
869,شرد,اندفاع الحي (أو غيره) من بين الجماعة، أو الحيز، بابتعاد - ويلزمه التفرد، أو التفرق,ش ر
870,شرذ,التفريق,ش ر
871,شرذم,كَوْنُ الشيء قطعة منفردةً - أو متسيّبةً - من شيء بالٍ,ش ر
872,شرر,انتشار - أو انبساط - مع حدّة حقيقية، أو ما هو من بابها,ش ر
873,شرط,ضم الشيء، أو شد بعضه إلى بعض باستطالة ودقة ما,ش ر
874,شرع,شق منفذ إلى الماء (أو المائع الطَّيِّبِ المُرْوِي)، للتناول بتمكن، واتساع، ودوام,ش ر
875,شرق,طلوع الشمس - أو أي من النجوم - من عُمق أقصى الأفق الشرقي، كأنما تشقه,ش ر
876,شرك,لزوم الشيء الشيء إمساكًا بجامع دقيق، أو لطيف,ش ر
877,شرى,التماثل اعتدالًا، أو مقدارًا، أو وضعًا، بالنسبة لشيء ما,ش ر
878,شطأ,نتوء شيء بجانب ملازم له (حتى يعلوه),ش ط
879,شطر,انقسام الشيء – في حالته - إلى نصفين بحسب الجهة,ش ط
880,شطط,امتداد جانب إزاء مقابل له امتدادًا عظيمًا بارتفاع واستقامة نسبية,ش ط
881,شطن,امتداد بالغ مع اعوجاج، أو انحراف,ش ط
882,شظظ,شدٌّ بإنفاذ عود صلب يمتد نحو ذراعين في عُروتي الجوالقين,ش ظ
883,شعب,مجتمع يتفرّق فِرَقًا فيها معنى التجمع أيضًا، أي أنها ليست فرقًا بالغة الدقة، بل دقتها نسبية,ش ع
884,شعر,دقاق كثيرة تنفذ من البدن أو الأرض بامتداد,ش ع
885,شعع,انتشار الشيء اللطيف باجتماع بتفرق ودقة وامتداد,ش ع
886,شعل,أن ينتشر في الشيء - أو منه - ما هو حاد الوقع مع لُطْفِ جِرْمٍ، أو خِفَّة في الانتشار,ش ع
887,شغشغ,مُخالطة - أو مداخلة - في أثناء رخو بقوة وحدة، أو كثافة,ش غ
888,شغف,إحاطة بالشيء من ظاهره,ش غ
889,شغل,مَلْء فراغ الحيّز بشيء (بحيث لا يبقى فيه متسع لمثله),ش غ
890,شفع,ازدواج برقة (أي انضمام مثل الشيء إليه مع رقة),ش ف
891,شفف,ذهابُ الكثافة من بين أثناء الجِرْمِ فيرِقٌ (حتى لقد يرى ما خَلْفَه),ش ف
892,شفق,رقة جرمِ الشيء؛ لفقد الشدّة والغِلَظ من جوفه,ش ف
893,شفه,حافة فتحة الفم المؤدي إلى الجوف,ش ف
894,شفو,يعبر التركيب عن حافة الشيء، أي مُنقَطَع جرمه، أو أغلظه,ش ف
895,شقق,صَدْعُ الشيء الشديد صدعًا نافذًا إلى عمقه,ش ق
896,شقو,التعب البدني المستدعي لأقصى الطاقة مشيًا، أو مصارعة ومغالبة بدنية، أو ترويضًا لذي قوّة وعنف,ش ق
897,شكر,امتلاء جوف الشيء برخو طيب، وظهوره عليه، ولو كان رافده قليلًا,ش ك
898,شكس,ضَغْط الحيّز على ما فيه؛ فيمسكه شديدًا,ش ك
899,شكك,انتظام (أكثر من شيء معًا) خَزْقًا ونفاذًا فيها بما يُشبه جَمْعَها إلصاقًا,ش ك
900,شكل,اجتماع شيئين مختلفين، أو ارتباطهما معًا بتميز,ش ك
901,شكو,غَوْر - أو فجوة - محدودة الحجم في جدار، أو غيره,ش ك
902,شمت,تقوي البدن قليلًا - أو انتباره كذلك - بحادٍّ قليل، أو خفيٍّ يتربى فيه,ش م
903,شمخ,ارتفاع خارق للأفق مع رسوخ الأصل,ش م
904,شمز,ابتعاد باندفاع شديد إثر محاولة الثني - وذلك بسبب الصلابة,ش م
905,شمس,حدةٌ بالغة تتركز في الشيء تَنْفُذُ منه وتَظْهَر من كثرتها,ش م
906,شمل,إحاطة ما يُخشَى انتشاره بما يلتف حوله ويضمه معًا قائمًا,ش م
907,شمم,انسحاب الشيء المتسع (المنتشر) إلى أعلى مستدقًّا,ش م
908,شنأ,دفع من الحيز - أو رد عنه - بقوة؛ لكراهة الحوز، أو عدم استحقاقه,ش ن
909,شنن,تسرب المائع ونحوه من الأثناء التي تضُمُّه منتشرًا؛ لضعف تلك الأثناء عن حَجْزِه,ش ن
910,شهب,حدة نار - أو بريق - تنتشر في أعلى الشيء دون أسفله، بحيث يمكن نقلها مع صفاء أو خفة ما,ش هـ
911,شهد,وجود شيء ذي قيمة في الحيز بتمكن,ش هـ
912,شهر,ظهور الشيء أقصى ظهور؛ لبروزه من جوف كان يحجبه,ش هـ
913,شهق,نفاذ الشيء مجتمعًا بحدة إلى عُمق خال,ش هـ
914,شهو,رغبة حادة في مرغوب بَدَني (من إحساس بالخلو منه),ش هـ
915,شوب,خَلْطُ شيء (غريب) عن آخر به، بحيث ينتشر في أثنائه متلازمين,ش ب
916,شور,استخراج ما يحتويه الشيء من طَيِّب، أو مناسب قوي الأثر,ش ر
917,شوظ,لهب نار ممتد معه – أو ليس معه - دخان,ش ظ
918,شوع,تفرق الشيء المجتمع إلى تجمعات صغيرة بتشعث، أي عدم انتظام,ش ع
919,شوك,نفاذ دقيق حاد في ما ناله,ش ك
920,شوى,أطراف الشيء وحواشيه الظاهرة المنتشرة حوله,ش و
921,شيأ,نتوء متميز صلب في ظاهر الشيء,ش و
922,شيب,تحوُّل سوادِ شعر الرأس إلى بياض تأثرًا بضعف الشيخوخة,ش ب
923,شيخ,جفاف البدن وذبول نضارته؛ لذهاب طراءة الشباب وغضاضته من أثنائه,ش خ
924,شيد,شَدُّ نحو البناء بما ينتشر عليه؛ فيمسكه شديدًا,ش د
925,صبأ,خروج الشيء أو نفاذه بصلابة وحِدَّة من بين الأثناء التي كانت تضمه,ص ب
926,صبب,حَدْرُ المائع ونحوه ( من المتسيب) من أعلى إلى أسفل بقوة أو دفع ويلزمه الاختراق والتجمع والثبات رسوخا بقوة الانصباب,ص ب
927,صبح,ضوء أو بياض ينتشر بقوة؛ فيغلب ما يصادفه من ظلام أو سواد,ص ب
928,صبر,تراكم الشيء أو تكدسه مع تزايده أو دوامه على حالته,ص ب
929,صبع,امتداد دقيق لطيف من جرم كبير أو غليظ,ص ب
930,صبغ,تَطَلِّي طرف الشيء بلون أو مادة ينغمس فيها، يخالف ما عليه أصله، أو سائره,ص ب
931,صبو,انحدار أو ميل متدرج إلى أسفل,ص ب
932,صتت,وقع بحدة وغلظ على غير رخو,ص ت
933,صحب,لزوق الشيء بكثافة أو قوة على ظاهر أصله وملازمته إياه,ص ح
934,صحح,كون الشيء متماسكًا على ما ينبغي من حاله عرضًا وجفافًا دون تشقق أو نحوه,ص ح
935,صحف,انبساط جرم الشيء وتسطحه مكشوفًا,ص ح
936,صخخ,دخول الشيء الحاد في جرم الشيء الملتحم الرخو بشدة ووحدة,ص خ
937,صخر,صلابة بالغة مع جفاف وحدة وخشونة ( من نفاذ الطراءة من الشيء),ص خ
