bi_root,tri_root,core_meaning,original_chapter
سع,وسع,انفساح وانبساط في جوف الشيء الملتحم ليضم ما يوضع فيه,س ع
سع,سعد,جريان مادة القوة والتغذية في أثناء الشيء طيبة محوزة فيه، فتمدّه بقوته وقوامه,س ع
سع,سعر,انتشار الحدة في الأثناء بسبب ذهاب ما ينبغي أن يشغلها من الرخاوة والبلال,س ع
سغ,سغغ,تغلغل شيء رطب في أثناء جرم مجتمع متخلخل,س غ
سغ,سوغ,مرور في مجرى جوفي بيسر ورقة لتخلل ورطوبة,س غ
سغ,سغب,الجوع، أي فراغ الجوف مما ينضم عليه عادةً,س غ
سف,سفف,مرور الدقاق الجافة الهابية ( من تراب الأرض ونحوه) نافذةً من أثناء أو مداخلة إياها بحدة وقوة,س ف
سف,سوف,سحب غليظ أو حاد إلى الأثناء أو مدّه فيها بقوة,س ف
سف,أسف,جفاف أثناء الشيء وذهاب نحو البلال منها,س ف
سف,سفح,انحدار بقوة أو كثافة,س ف
سف,سفر,كشف ظاهر الشيء أو أعلاه بزوال ما يعروه أو يغشاه,س ف
سف,سفع,لصوق ما له حدة أو كثافة على ظاهر الشيء,س ف
سف,سفك,إراقة المائع المحتبس في البدن بحدة أو قوة,س ف
سف,سفل,كون الشيء تحت غيره أو دونه متميزًا بذلك,س ف
سف,سفن,النحت من ظاهر الشيء باتجاه باطنه للتسوية أو لصنع فجوة في ذلك الظاهر,س ف
سف,سفه,خفة جرم الشيء لفراغ أو جفاف يتخلل أثناءه,س ف
سق,سقق,نفاذ الغليظ الذي يحشو الجوف أو العمق منه,س ق
سق,سقى,تحصيل الماء ونحوه من المائع في الجوف بإنفاذه إليه,س ق
سق,سوق,الدفع إلى الأمام أو إلى أعلى بقوة,س ق
سق,وسق,حمل الشيء كمًّا عظيمًا بحوز وثيق,س ق
سق,سقر,ذوبان الغليظ الذي في جوف الشيء - أو أثنائه بنفاذ الحر أو حدة شديدة إليه,س ق
سق,سقط,هُويٌّ بقوة بعد انقطاع - أو انفصال - من حيز كان يمسك,س ق
سق,سقف,غماء يشرف على الجوف - أو العمق - الفارغ للشيء,س ق
سق,سقم,جفاف جرم الشيء على غير المعتاد لوجود غليظ - أو حاد - في باطنه,س ق
سك,سكك,تضايق بضبط شديد في المنفذ الممتد (المستقيم),س ك
سك,سكب,جريان المائع - أو الرخو - في مجرى دقيق بيسر وانضباط إلى مقره,س ك
سك,سكت,توقف ما يجري في الأثناء - أو منها - سكونًا أو انقطاعًا,س ك
سك,سكر,سد الفتحة - او المنفذ - الذي يجري منه المائع - أو اللطيف؛ فيحتبس أي يقف جريانه,س ك
سك,سكن,استقرار في جوف حيّز أو باطن,س ك
سل,سلل,انسحاب الشيء من أثناء أو فيها بطول ورفق أو لطف,س ل
سل,سلو,احتواء الشيء في أثنائه على ما له قوة خاصة وفيه غناء وكفاية,س ل
سل,سول,استرخاء بعض الشيء وتدليه للينه مع احتوائه ثقيلًا,س ل
سل,سيل,تسيب المائع بغزارة وفيضان من كثرته فيتجاوز امتداده حيّز المحدود,س ل
سل,وسل,شيء يتلطف به للوصول إلى مطلوب أو القرب منه,س ل
سل,سأل,استخراج ما في حوزة أخرى أي طلب تحصيله بدفع أو حث,س ل
سل,سلب,أخذ بقوة لما يعلق ممتدًا بحيز آخر ويلزمه تجرد الحيز الآخر,س ل
سل,سلح,نفاذ بحدة وامتداد,س ل
سل,سلخ,نزع ما هو ملتصق محيط بظاهر الشيء فينكشف,س ل
سل,سلط,التمكن من القهر من بعيد,س ل
سل,سلف,شيء يتقدم أو يسبق نوعه بلطف,س ل
سل,سلق,تأثر باطن الشيء بحدة تنال ظاهره فتذهب صلادته ويلين,س ل
سل,سلك,نفاذ في أثناء (ضيقة) بدقة وامتداد: كذلك الخيط,س ل
سل,سلم,صحة جرم الشيء والتئام ظاهره في ذاته أي عدم تصدعه أو تفرع غيره,س ل
سم,سمم,خرق مستوي الجوانب معّ للضمّ أو الإنفاذ,س م
سم,سمو,ارتفاع الشيء - أو شخوصه - ملتئمًا ظاهره وأعلاه على ما تحته,س م
سم,سوم,امتداد بقاء أو مرور وذهاب في حيز بلا حد,س م
سم,وسم,التأثير في ظاهر الشيء بأثر غائر لازم يدل على شيء,س م
سم,سأم,الملل ونحوه (وحقيقته عدم الصبر على استمرار أمر),س م
سم,سمد,انتصاب جرم الشيء قائمًا من شدة اكتنازه بما يشغل جوفه,س م
سم,سمر,التئام وتداخل شديد لأشياء بعضها في بعض دون رخاوة,س م
سم,سمع,نفاذ مادة لطيفة أو دقيقة إلى أثناء شيء,س م
سم,سمك,ارتفاع الشيء إلى أعلى ممتسكًا هناك بدعم لطيف,س م
سم,سمن,امتلاء البدن وغلظه من تجمع مادة حادة أو قوية في أثنائه,س م
سن,سنن,نفاذ الشيء الدقيق بامتداد لتهيئته وتسويته لذلك,س ن
سن,سنو,خروج ما احتبس في باطن إلى الظاهر أو إلى أعلى، بلطف أو شيء بعد شيء,س ن
سن,سين,الصحراء الحجرية  أي التي تعلو وجهها الحجارة الدقيقة,س ن
سن,وسن,مخالطة خدر النوم الإنسان أو الحيّ,س ن
سن,أسن,حدة تمتد في أثناء طولًا، أو قدمًا,س ن
سن,سنب,طول أو امتداد مع شدة ما,س ن
سن,سنبل,امتداد طرف من أعلى الزرع نافذًا من أصله فيه حبه,س ن
سن,سند,حاجز قوي صلب يعمد ويدعم ما يركن إليه,س ن
سن,سندس,رقيق الديباج ( الديباج: ضرب من الثياب سداه ولحمته حرير),س ن
سن,سنم,ارتفاع الناتئ في أعلى الشيء محدبًا بضمه مادة لطيفة,س ن
سن,سنهـ,امتداد مع خلو من الخير، أو فساد,س ن
سهـ,سهـو,فراغ نافذ بين أشياء، أو أثناء,س هـ
سهـ,سهـر,استمرار عمل الشيء - أو ما يتأتى منه-  بالنشاط المعتاد لحدته,س هـ
سهـ,سهـل,تسيب جسم الشيء ذرات وتميزه عن غيره بذلك مع عدم تراكمه مرتفعا ( فلا هو صلب متماسك ولا متراكم),س هـ
سهـ,سهـم,ضمور الشيء ممتدًا شديدًا (ذهبت رطوبته),س هـ
شو,شوى,أطراف الشيء وحواشيه الظاهرة المنتشرة حوله,ش و
شو,وشى,زيادة دقيقة تنشأ من الشيء لطيفة لاصقة به,ش و
شو,شيأ,نتوء متميز صلب في ظاهر الشيء,ش و
شب,شبب,تجمُّع قوة الشيء وحدّته,ش ب
شب,شوب,خَلْطُ شيء (غريب) عن آخر به، بحيث ينتشر في أثنائه متلازمين,ش ب
شب,شيب,تحوُّل سوادِ شعر الرأس إلى بياض تأثرًا بضعف الشيخوخة,ش ب
شب,شبه,مقاربة في الشكل والملامح الظاهرية بين شيء وآخر,ش ب
شت,شتت,تفرُّق أفراد الشيء بمسافة واضحة بين كلٍّ منها والآخر,ش ت
شت,شتو,الجَدْب - وهو جفاف وخلو من الخضرة والمرعى (ويلزمه التشتت),ش ت
شج,شجج,فتحٌ - أو شقٌ - في جِرم غير صلب,ش ج
شج,شجر,تفرُّع الشيء الملتئم - أو المجتمع - أي انفراجه إلى ناحيتين (أو أكثر)، مع دوام على ذلك,ش ج
شح,شحح,تماسك ظاهر الشيء (العريض) شديدًا جافًا؛ لا ينفتح ولا ينفذ فيه - أو منه - شيء,ش ح
شح,شحم,مادة السِمَن التي تتجمع في البدن مع اللحم,ش ح
شح,شحن,امتلاء جوف الشيء بكثير غليظ يَدفع فيه؛ لا يدع فراغًا,ش ح
شخ,شخخ,اندفاع المائع المحتبس في الجوف - أو الأثناء - بقوة، أو تصويت؛ لانفراج مَنفَذ له,ش خ
شخ,شيخ,جفاف البدن وذبول نضارته؛ لذهاب طراءة الشباب وغضاضته من أثنائه,ش خ
شخ,شخص,نتوء الشيء جِرمًا جسيمًا مُنتبرًا (على هيئة ما),ش خ
شد,شدد,صلابة الشيء لوثاقة أثنائه، أو انضغاط بعضها ببعض عقدًا، أو نحوه مع الجفاف وعدم الرخاوة,ش د
شد,شيد,شَدُّ نحو البناء بما ينتشر عليه؛ فيمسكه شديدًا,ش د
شر,شرر,انتشار - أو انبساط - مع حدّة حقيقية، أو ما هو من بابها,ش ر
شر,شرى,التماثل اعتدالًا، أو مقدارًا، أو وضعًا، بالنسبة لشيء ما,ش ر
شر,شور,استخراج ما يحتويه الشيء من طَيِّب، أو مناسب قوي الأثر,ش ر
شر,أشر,حِدّةٌ (أسنان دقيقةٌ حادة) تنتشر من طَرَفِ الشيء,ش ر
شر,شرب,سَحْبُ الماء - أو اللطيف - إلى الجوف، أي مصُّه وإنفاذه إلى الأثناء بقوة,ش ر
شر,شرح,شق ما هو كتلة متجمعة ثخينة، أو تشقيقه، حتى تصير كلُّ قطعة منه رقيقةً تكاد تشف,ش ر
شر,شرد,اندفاع الحي (أو غيره) من بين الجماعة، أو الحيز، بابتعاد - ويلزمه التفرد، أو التفرق,ش ر
شر,شرذ,التفريق,ش ر
شر,شرذم,كَوْنُ الشيء قطعة منفردةً - أو متسيّبةً - من شيء بالٍ,ش ر
شر,شرط,ضم الشيء، أو شد بعضه إلى بعض باستطالة ودقة ما,ش ر
شر,شرع,شق منفذ إلى الماء (أو المائع الطَّيِّبِ المُرْوِي)، للتناول بتمكن، واتساع، ودوام,ش ر
شر,شرق,طلوع الشمس - أو أي من النجوم - من عُمق أقصى الأفق الشرقي، كأنما تشقه,ش ر
شر,شرك,لزوم الشيء الشيء إمساكًا بجامع دقيق، أو لطيف,ش ر
شط,شطط,امتداد جانب إزاء مقابل له امتدادًا عظيمًا بارتفاع واستقامة نسبية,ش ط
شط,شطأ,نتوء شيء بجانب ملازم له (حتى يعلوه),ش ط
شط,شطر,انقسام الشيء – في حالته - إلى نصفين بحسب الجهة,ش ط
شط,شطن,امتداد بالغ مع اعوجاج، أو انحراف,ش ط
شظ,شظظ,شدٌّ بإنفاذ عود صلب يمتد نحو ذراعين في عُروتي الجوالقين,ش ظ
شظ,شوظ,لهب نار ممتد معه – أو ليس معه - دخان,ش ظ
شع,شعع,انتشار الشيء اللطيف باجتماع بتفرق ودقة وامتداد,ش ع
شع,شوع,تفرق الشيء المجتمع إلى تجمعات صغيرة بتشعث، أي عدم انتظام,ش ع
شع,شعب,مجتمع يتفرّق فِرَقًا فيها معنى التجمع أيضًا، أي أنها ليست فرقًا بالغة الدقة، بل دقتها نسبية,ش ع
شع,شعر,دقاق كثيرة تنفذ من البدن أو الأرض بامتداد,ش ع
شع,شعل,أن ينتشر في الشيء - أو منه - ما هو حاد الوقع مع لُطْفِ جِرْمٍ، أو خِفَّة في الانتشار,ش ع
شغ,شغشغ,مُخالطة - أو مداخلة - في أثناء رخو بقوة وحدة، أو كثافة,ش غ
شغ,شغف,إحاطة بالشيء من ظاهره,ش غ
شغ,شغل,مَلْء فراغ الحيّز بشيء (بحيث لا يبقى فيه متسع لمثله),ش غ
شف,شفف,ذهابُ الكثافة من بين أثناء الجِرْمِ فيرِقٌ (حتى لقد يرى ما خَلْفَه),ش ف
شف,شفو,يعبر التركيب عن حافة الشيء، أي مُنقَطَع جرمه، أو أغلظه,ش ف
شف,شفع,ازدواج برقة (أي انضمام مثل الشيء إليه مع رقة),ش ف
شف,شفق,رقة جرمِ الشيء؛ لفقد الشدّة والغِلَظ من جوفه,ش ف
شف,شفه,حافة فتحة الفم المؤدي إلى الجوف,ش ف
شق,شقق,صَدْعُ الشيء الشديد صدعًا نافذًا إلى عمقه,ش ق
شق,شقو,التعب البدني المستدعي لأقصى الطاقة مشيًا، أو مصارعة ومغالبة بدنية، أو ترويضًا لذي قوّة وعنف,ش ق
شك,شكك,انتظام (أكثر من شيء معًا) خَزْقًا ونفاذًا فيها بما يُشبه جَمْعَها إلصاقًا,ش ك
شك,شكو,غَوْر - أو فجوة - محدودة الحجم في جدار، أو غيره,ش ك
شك,شوك,نفاذ دقيق حاد في ما ناله,ش ك
شك,شكر,امتلاء جوف الشيء برخو طيب، وظهوره عليه، ولو كان رافده قليلًا,ش ك
شك,شكس,ضَغْط الحيّز على ما فيه؛ فيمسكه شديدًا,ش ك
شك,شكل,اجتماع شيئين مختلفين، أو ارتباطهما معًا بتميز,ش ك
شم,شمم,انسحاب الشيء المتسع (المنتشر) إلى أعلى مستدقًّا,ش م
